Ferme;Regie;Latitude;Longitude;Municipalite;Champs;Annee_implantation;Annee_labo;Variete;Etat;Rendement_lbs_par_ac;Rendement_plus1_lbs_par_ac;;Foliaire_Azote_%;Foliaire_Phosphore_%;Foliaire_Potassium_%;Foliaire_Magnesium_%;Foliaire_Calcium_%;Foliaire_Bore_ppm;T-Soufre (?);Foliaire_Cuivre_ppm;Foliaire_Zinc_ppm;Foliaire_Manganese_ppm;Foliaire_Fer_ppm;Foliaire_Aluminium_ppm;Foliaire_Sodium_%;T-Molybdene (?);Sol_pH_eau;Sol_pH_tampon;Sol_Phosphore_kg_par_ha);Sol_Potassium_kg_par_ha;Sol_Magnesium_kg_par_ha;Sol_Calcium_kg_par_ha;Sol_Aluminium_ppm;Sol_Matiere_organique_%;Sol_Zinc_ppm;Sol_Cu_ppm;Sol_Bore_ppm;Sol_Manganese_ppm;Sol_Fer_ppm;Sol_Sodium_kg_par_ha;Dose_N_lbs_par_ac;Dose_P2O5_lbs_par_ac;Dose_K2O_lbs_par_ac;Dose_MgO_lbs_par_ac;Dose_SO3_lbs_par_ac;Dose_Ca_lbs_par_ac;Dose_Cl_lbs_par_ac;Dose_Zn_lbs_par_ac;Dose_Cu_lbs_par_ac;Dose_B_lbs_par_ac;Dose_Fe_lbs_par_ac;Dose_Mn_lbs_par_ac;Dose_Mo_lbs_par_ac
Cannebergiere;Conventionnel;46,1955;71,4246;Laurierville;52;2011;2015;Stevens;P;17744,43799;34927,56262;;1;0,07;0,5;0,16;1,16;29,2;;2,8;19,4;388,9;64,4;;;;5,9;6,6;79;40;21;406;1526;1,1;0,3;0,63;0,3;6,1;133,77;;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1954;71,4248;Laurierville;53;2011;2015;Stevens;P;18586,6456;26514,09981;;1,1;0,08;0,47;0,19;1;28,7;;3;23,5;296,9;43,3;;;;5,9;6,7;135;47;16;250;1098;0,8;0,5;2,31;0,2;4,7;118,75;;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1953;71,4251;Laurierville;54;2011;2015;Stevens;P;18586,6456;26514,09981;;1,1;0,08;0,5;0,17;1,03;28,8;;2,7;20,2;398,5;48,7;;;;5,8;6,7;128;48;21;352;1330;1;0,4;0,79;0,3;7;121,78;;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1952;71,4253;Laurierville;55;2011;2015;Stevens;P;18586,6456;26514,09981;;1,2;0,08;0,5;0,19;1,12;29,8;;2,9;22,2;463,4;45,4;;;;6;6,8;116;58;24;354;1122;0,8;0,7;1,36;0,3;9,6;148,37;;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1951;71,4436;Laurierville;1;2006;2016;Pilgrim;P;21795,34583;23251,1316;;1,1;0,13;0,58;0,21;0,99;58;;4,1;35,2;275;61,5;84;0,0075;;4,8;5,6;163;54;17;135;1762;2,8;0,7;2,55;0,2;1,5;167,2;24;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,195;71,4434;Laurierville;2;2006;2016;Pilgrim;P;21037,28603;21696,16703;;1,2;0,13;0,56;0,22;1;54,8;;5;30,6;187,9;49,5;62;0,0075;;4,9;6,3;224;60;18;102;1342;2;0,8;2,04;0,3;1,5;228,55;24;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1949;71,4432;Laurierville;3;2006;2016;Pilgrim;P;21259,2213;16348,17735;;1,1;0,12;0,56;0,23;0,97;56,5;;3,8;28,9;199,7;48,7;57;0,0075;;4,7;5,9;204;55;16;117;1793;2,4;0,7;1,32;0,2;1,5;219,29;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1947;71,443;Laurierville;4;2006;2016;Stevens;P;30691,78343;16791,98228;;1;0,12;0,59;0,19;1;66,2;;3,8;26,6;281,2;66,4;79;0,0075;;4,8;5,8;124;57;19;164;1894;2,5;1;3,12;0,4;2,2;243,66;22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1946;71,4428;Laurierville;5;2006;2016;Stevens;P;35367,69555;28194,85245;;1,2;0,11;0,57;0,22;1,05;90;;3,5;28,2;393,6;103;80;0,0075;;4,8;5,8;182;59;17;141;1816;2,6;0,9;1,53;0,3;1,5;248,79;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1944;71,4426;Laurierville;6;2006;2016;Stevens;P;31878,94313;31862,80193;;1,1;0,11;0,57;0,2;1;78,5;;3,3;27,1;304,5;143,5;73;0,0075;;4,8;6;172;55;17;146;1825;2,2;1;2,15;0,3;1,5;213,07;21;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1943;71,4424;Laurierville;7;2006;2016;Stevens;P;33407,83058;28480,75703;;1,1;0,11;0,59;0,2;1;70;;3,6;25,8;334,5;100,9;91;0,0075;;4,7;5,7;260;52;17;119;1597;1,8;0,8;4,36;0,3;1,5;208,68;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1942;71,4422;Laurierville;8;2006;2016;Stevens;P;35338,15425;25855,99928;;1,1;0,11;0,55;0,22;1,08;81,3;;3,6;26,7;339,2;124,8;93;0,0075;;4,7;5,7;285;69;21;160;1535;2,2;1,3;2,69;0,3;1,5;203,6;17;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,194;71,442;Laurierville;9;2006;2016;Stevens;P;33750,05903;26121,52568;;1,1;0,11;0,56;0,22;1,06;85,7;;3,6;26,6;276,2;99,1;78;0,0075;;4,7;5,8;253;51;11,25;75;1656;1,8;1,1;3,12;0,3;1,5;194,87;19;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1939;71,4418;Laurierville;10;2007;2016;Stevens;P;26315,66543;24157,65533;;1,1;0,11;0,55;0,22;1,01;70,1;;3,9;26,6;235,6;121,3;75;0,0075;;4,6;6,2;222;55;16;75;1283;1,5;0,9;2,15;0,2;1,5;202,41;11,25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1937;71,4416;Laurierville;11;2007;2016;Stevens;P;31095,22245;23562,29535;;1;0,11;0,55;0,2;0,96;67,7;;4,6;28,2;280,9;100,4;90;0,0075;;4,8;6,3;255;69;19;121;1178;1,8;1,1;3,22;0,3;1,5;238,41;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1936;71,4414;Laurierville;12;2007;2016;Ben Lear;P;33456,89918;14664,11033;;1,1;0,11;0,57;0,2;1,03;69,4;;3,6;23,1;252,1;105,4;98;0,0075;;4,7;6,2;279;82;23;117;1092;2,1;1,5;2,91;0,3;1,5;226,98;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1934;71,4412;Laurierville;13;2007;2016;Pilgrim;P;26757,15765;13367,47268;;1,1;0,12;0,55;0,2;0,96;54,3;;3,8;28,4;185,4;138,6;86;0,0075;;4,8;6,4;273;74;22;139;1098;1,6;1,3;2,74;0,5;1,5;257,98;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,193;71,4415;Laurierville;14;2007;2016;Ben Lear;P;27464,64675;17104,0002;;1,1;0,11;0,58;0,2;1,02;67,7;;3,4;21,2;254,9;138,5;131;0,0075;;4,7;6,2;256;63;18;113;1236;1,4;1;3,24;0,4;1,5;251,63;29;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1937;71,4458;Laurierville;15;2007;2016;Pilgrim;P;30212,238;21741,9264;;1;0,1;0,57;0,2;0,97;49,4;;3,7;29,9;340,1;108,8;92;0,0075;;4,7;5,9;230;53;16;132;1668;1,8;0,9;2,65;0,5;1,5;175,44;26;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1935;71,4455;Laurierville;16;2007;2016;Pilgrim;P;33827,292;20278,48058;;1;0,11;0,55;0,21;1,05;48,9;;3,5;24,8;301;96,8;60;0,0075;;4,8;6,2;250;53;18;143;1544;1,6;1;2,48;0,6;2,1;181,6;29;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1934;71,4454;Laurierville;17;2007;2016;Pilgrim;P;32638,75538;14634,45825;;1,1;0,1;0,51;0,19;1,01;58;;3,5;27,2;231,3;47,8;73;0,0075;;4,9;5,8;217;58;17;159;1666;2;1,3;4,26;0,5;1,5;144,12;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1932;71,4452;Laurierville;18;2007;2016;Stevens;P;33331,0983;26547,88103;;1,1;0,1;0,49;0,2;1;78,7;;2,9;23,9;427,3;95,4;98;0,0075;;4,8;5,9;200;63;16;136;1661;2,1;0,9;2,53;0,5;2,1;204,36;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1931;71,445;Laurierville;19;2007;2016;Stevens;P;26548,86645;21560,8413;;1;0,1;0,51;0,19;0,98;83,1;;3,3;26,6;421,6;108,2;102;0,0075;;4,9;6,2;213;50;15;132;1577;1,5;0,6;3,4;0,4;2,5;176,56;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1929;71,4448;Laurierville;20;2008;2016;Stevens;P;32088,11055;10515,87045;;1;0,1;0,56;0,21;1,28;102,7;;3,4;26,3;484,4;115,7;136;0,0075;;4,9;6,3;162;44;11,25;133;1697;1,6;0,8;2,19;0,5;2,3;199,63;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1928;71,4446;Laurierville;21;2008;2016;Stevens;P;26002,97828;12102,19545;;1,2;0,1;0,47;0,21;1,08;73,5;;3,5;29,4;450,4;57,6;90;0,0075;;4,8;5,9;162;42;11,25;115;1705;1,9;0,4;2,86;0,3;1,5;188,89;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1926;71,4444;Laurierville;22;2014;2016;Demoranville;P;43116,15323;18322,17578;;1;0,09;0,47;0,16;0,82;41,2;;2,7;20,5;141,4;49,1;91;0,0075;;4,6;6;108;28;11,25;75;1740;2,1;0,3;1,01;0,3;1,5;140,01;22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1925;71,4442;Laurierville;23;2008;2016;Stevens;P;41159,5428;24585,96308;;1,1;0,1;0,51;0,2;0,96;70,9;;3,2;27;387,4;60,5;99;0,0075;;4,8;6,1;194;79;20;144;1456;2,1;1,1;3,28;0,6;2,2;184,04;43;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1924;71,444;Laurierville;24;2008;2016;Stevens;P;41178,81975;14135,98613;;1;0,1;0,54;0,2;1,16;86;;4,7;32,8;368,2;69,2;101;0,0075;;4,8;6,1;178;61;18;157;1679;2,2;0,9;3,1;0,5;2,4;207,38;37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1922;71,4438;Laurierville;25;2008;2016;Stevens;P;41067,16365;35437,5243;;1;0,09;0,57;0,19;1,05;84,5;;3,2;28;348,7;97,2;132;0,0075;;4,8;5,9;135;44;11,25;156;1599;2,1;0,9;4,56;0,4;2,1;185,42;24;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4436;Laurierville;26;2008;2016;Stevens;P;35016,07898;19346,3316;;1;0,09;0,58;0,19;1,13;63,5;;4,1;34,1;316,5;99;130;0,0075;;4,6;5,8;169;52;11,25;115;1751;2,6;1;2,5;0,4;1,5;146,79;23;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4431;Laurierville;27;2008;2016;Stevens;P;35707,17823;33585,37374;;1,1;0,1;0,58;0,19;1,09;54;;4,2;31,8;454,6;97;133;0,0075;;4,6;5,6;164;53;11,25;115;1764;2,4;1;1,29;0,3;2;187,9;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4427;Laurierville;28;2010;2016;Demoranville;P;39179,87318;26982,74224;;1,1;0,11;0,55;0,2;0,95;53,9;;3,5;27,2;304,4;75,9;103;0,0075;;4,7;6,2;168;51;19;128;1306;1,5;0,8;2,17;0,5;1,5;183,07;28;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,452;Laurierville;29;2008;2016;Stevens;P;37591,42943;22710,3168;;1;0,11;0,6;0,22;1,05;87,5;;3,3;26,1;530,2;88;99;0,0075;;5;6,2;176;37;11,25;100;1300;1,1;0,6;2,63;0,6;1,5;192,93;28;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,192;71,4518;Laurierville;30;2008;2016;Stevens;P;42551,73915;22691,52495;;1,1;0,07;0,11;0,13;0,11;4,4;;4,4;10,9;21,8;21,8;22;0,0075;;4,8;6,2;192;41;11,25;110;1063;1;0,6;1,61;0,5;1,5;244,11;35;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1918;71,4516;Laurierville;31;2008;2016;Stevens;P;40927,7187;22696,89405;;1,1;0,1;0,56;0,2;1;73,2;;3,1;25,3;516,9;73,7;90;0,01;;4,9;6,1;157;47;11,25;107;1178;1,5;0,8;2,1;0,5;2,1;233,54;35;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1917;71,4514;Laurierville;32;2008;2016;Stevens;P;41176,0659;24978,76155;;1;0,09;0,53;0,18;1,01;51,1;;3,3;27,5;514,1;70,8;92;0,0075;;4,7;6,2;173;33;11,25;75;1134;1,2;0,4;1,09;0,4;1,5;128,78;23;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1915;71,4512;Laurierville;33;2009;2016;Stevens;P;42546,23145;17176,7271;;1;0,09;0,47;0,19;1;59,1;;2,8;20,9;594,2;68,5;89;0,0075;;4,9;6,4;199;31;11,25;75;943;0,8;0,4;1,76;0,5;2;125,6;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1914;71,451;Laurierville;34;2009;2016;Stevens;P;38293,66118;12279,74183;;1;0,09;0,48;0,22;1,03;62,7;;3,2;24,8;591,1;66,7;89;0,0075;;4,9;6,5;178;32;11,25;104;1116;0,8;0,5;1,34;0,6;2;134,57;31;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1913;71,4508;Laurierville;35;2009;2016;Stevens;P;41057,4;21828,56415;;1,1;0,1;0,52;0,21;1,01;72,4;;6,1;23,5;696,8;5130,7;116;0,0075;;4,9;6,3;176;41;11,25;111;1077;1,5;0,7;2,15;0,4;2,1;178,89;34;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1911;71,4506;Laurierville;36;2009;2016;Stevens;P;38117,03925;17523,40013;;1;0,11;0,52;0,21;1,04;73,1;;3;23,5;614,4;639,2;103;0,0075;;4,8;6,2;206;56;18;148;1421;1,8;1,5;2,27;0,6;2,4;180,6;43;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,191;71,4504;Laurierville;37;2009;2016;Stevens;P;38978,11808;15198,57983;;1,1;0,1;0,55;0,2;1;73,8;;3;21;500,9;431,7;101;0,0075;;4,8;6,5;138;32;11,25;75;1126;0,9;0,4;1,76;0,5;1,5;161,15;32;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4459;Laurierville;39;2009;2016;Stevens;P;34169,19857;24831,50643;;0,9;0,1;0,55;0,19;1;75,7;;3;22,5;462,4;57,7;75;0,0075;;4,9;6,6;139;31;11,25;75;1332;1,2;0,5;0,94;0,4;1,5;181,91;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4456;Laurierville;40;2009;2016;Stevens;P;24438,40836;21645,31218;;0,9;0,1;0,57;0,19;0,98;66,4;;3,2;27,8;446,2;64,1;75;0,0075;;4,8;5,8;139;39;11,25;75;1442;1,7;0,8;1,11;0,4;1,5;162,92;37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1907;71,4525;Laurierville;41;2010;2016;Stevens;P;41424,62769;25767,49629;;1,1;0,12;0,55;0,22;1,03;71;;3,2;26,8;533,4;79,2;90;0,0075;;4,8;6,1;161;34;11,25;75;1264;1,3;0,5;0,96;0,6;1,5;153,47;36;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1905;71,4527;Laurierville;42;2010;2016;Stevens;P;38080,04913;17100,05296;;1,1;0,12;0,53;0,22;1,01;64,9;;3,5;28,5;468,2;307;87;0,0075;;4,8;5,5;225;46;11,25;114;1731;2,3;0,6;1,64;0,6;1,5;216,31;39;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1904;71,4529;Laurierville;43;2010;2016;Stevens;P;35190,54116;16603,85069;;1,1;0,11;0,55;0,2;1;52,3;;3,5;26,5;399,7;59,7;75;0,0075;;4,8;6;197;50;16;122;1371;1,6;0,8;3,97;0,6;1,5;140,7;39;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1942;71,4507;Laurierville;46;2011;2016;Stevens;P;26711,31415;9073,779;;0,9;0,1;0,51;0,2;0,9;63,1;;3;23,4;471,1;458,1;91;0,0075;;4,9;6,7;139;24;11,25;75;1327;0,8;0,3;1,81;0,7;3,9;73,26;28;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1929;71,4525;Laurierville;48;2011;2016;Pilgrim;P;23878,24392;13402,14133;;0,9;0,1;0,55;0,19;0,8;42,4;;3,1;19,5;653,7;69,9;82;0,0075;;4,7;6,4;218;43;11,25;121;1509;1,2;0,6;1,84;0,6;9,2;210,18;34;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1931;71,4527;Laurierville;49;2011;2016;Stevens;P;32805,57789;21748,20197;;1,1;0,1;0,51;0,22;0,91;69,5;;3;19,9;930,1;134,7;103;0,0075;;4,8;6,4;177;42;11,25;75;1288;0,9;0,6;1,42;0,5;5,5;203,67;37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1957;71,4242;Laurierville;50;2011;2016;Stevens;P;34927,56262;10960,70944;;0,9;0,09;0,52;0,18;1,03;63,2;;3;27,8;799;225;91;0,0075;;5,3;6,4;139;30;11,25;218;1363;0,9;0,4;1,11;0,4;5,8;126,65;24;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1956;71,4244;Laurierville;51;2011;2016;Stevens;P;34927,56262;10960,70944;;1;0,08;0,51;0,18;1;59,9;;3;30;820;165,1;95;0,0075;;5,3;6,7;140;32;11,25;243;1417;1,1;0,6;1,83;0,6;6,2;127,92;23;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1955;71,4246;Laurierville;52;2011;2016;Stevens;P;34927,56262;10960,70944;;1;0,08;0,51;0,18;1,02;64,3;;2,9;26,7;740,8;164,9;91;0,0075;;5,4;6,4;127;29;11,25;227;1292;0,9;0,7;2,62;0,5;6,2;117,18;22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1954;71,4248;Laurierville;53;2011;2016;Stevens;P;26514,09981;12215,07025;;1;0,09;0,53;0,18;0,96;64,4;;3,2;27,3;672,7;147;86;0,0075;;5,3;6,6;138;34;11,25;209;1139;1;0,8;1,92;0,5;3,6;111,47;37;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1953;71,4251;Laurierville;54;2011;2016;Stevens;P;26514,09981;12215,07025;;0,9;0,08;0,55;0,17;0,89;56,1;;3,2;24;572,9;136,9;73;0,0075;;5,5;6,8;190;42;19;297;1204;1;0,8;2,22;0,6;5;124,8;43;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1952;71,4253;Laurierville;55;2011;2016;Stevens;P;26514,09981;12215,07025;;0,9;0,08;0,55;0,18;0,97;67,6;;2,7;25,1;623,1;60,4;88;0,0075;;5,5;6,5;148;39;16;217;1024;0,8;0,8;1,8;0,6;3,9;125,06;40;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1951;71,4436;Laurierville;1;2006;2017;Pilgrim;P;23251,1316;16893,71461;;1,1;0,13;0,63;0,2;1,03;43,6;;3,2;25,4;418,9;52,1;62;0,0075;;4,9;5,7;165;68;20;166;1930;2,9;1,5;2,25;0,4;2,4;223,23;22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,195;71,4434;Laurierville;2;2006;2017;Pilgrim;P;21696,16703;19303,62404;;1,1;0,12;0,64;0,19;1;36,5;;3,6;23;248,8;40,5;53;0,0075;;4,9;6,1;228;77;19;119;1536;2,2;1,2;1,86;0,4;1,5;242,55;22;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1949;71,4432;Laurierville;3;2006;2017;Pilgrim;P;16348,17735;20435,4117;;1;0,12;0,63;0,2;0,94;30,1;;3,6;21,4;272;38,1;47;0,0075;;4,8;6,1;203;80;23;158;1711;2,1;1,9;1,38;0,4;2,4;222,52;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1947;71,443;Laurierville;4;2006;2017;Stevens;P;16791,98228;29891,16268;;1;0,1;0,6;0,19;1,01;41;;2,7;21,7;402,8;39,4;66;0,0075;;4,7;5,4;89;64;16;152;2060;3,1;1,3;1,49;0,4;1,5;281,53;26;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1946;71,4428;Laurierville;5;2006;2017;Stevens;P;28194,85245;30260,51091;;1,2;0,11;0,63;0,21;1,05;39,9;;3,5;23,2;379,9;44;74;0,0075;;4,8;5,8;128;51;11,25;121;1983;2,6;1,4;1,14;0,3;1,5;304,31;19;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1944;71,4426;Laurierville;6;2006;2017;Stevens;P;31862,80193;32306,15988;;1,3;0,11;0,64;0,21;1,09;41,2;;3,2;24,8;408,2;45,6;83;0,0075;;4,9;6;141;53;15;131;1848;2,2;1,3;1,9;0,3;1,5;235,49;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1943;71,4424;Laurierville;7;2006;2017;Stevens;P;28480,75703;34215,65029;;1,2;0,1;0,62;0,22;1,08;43,9;;2,9;23,7;371,6;42,4;74;0,0075;;4,8;6;231;49;16;127;1717;2;1,5;1,6;0,3;1,5;235,28;11,25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1942;71,4422;Laurierville;8;2006;2017;Stevens;P;25855,99928;36349,48735;;1,1;0,11;0,66;0,2;0,99;44,3;;3,4;20;286,4;41,4;74;0,0075;;4,7;5,9;277;64;18;75;1573;2;1,5;1,97;0,3;1,5;207,56;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,194;71,442;Laurierville;9;2006;2017;Stevens;P;26121,52568;36315,56885;;1,2;0,11;0,63;0,21;1,12;43,2;;3,2;25,5;376,7;47,4;82;0,0075;;4,7;6,1;339;52;19;110;1500;1,6;1,3;4,22;0,4;1,5;225,04;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1939;71,4418;Laurierville;10;2007;2017;Stevens;P;24157,65533;38667,57455;;1,1;0,1;0,65;0,18;0,87;31;;3,6;21,5;265;39,7;77;0,0075;;4,7;6,3;223;38;11,25;75;1263;1,2;0,8;3,19;0,3;1,5;188,3;15;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1937;71,4416;Laurierville;11;2007;2017;Stevens;P;23562,29535;40611,83143;;1,1;0,11;0,6;0,19;0,93;29,3;;3,5;20,7;295,9;40,5;59;0,0075;;4,8;6,1;173;40;11,25;75;1223;1,1;0,9;1,81;0,3;1,5;219,77;20;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1936;71,4414;Laurierville;12;2007;2017;Ben Lear;P;14664,11033;46693,78189;;1;0,1;0,67;0,19;0,96;37,8;;2,7;17,5;245,1;52,8;71;0,0075;;4,7;6,5;257;61;21;75;1067;1,2;1,1;1,73;0,3;1,5;290,32;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1934;71,4412;Laurierville;13;2007;2017;Pilgrim;P;13367,47268;30121,68734;;1,1;0,1;0,6;0,17;0,92;36,7;;2,9;23,8;347,9;50,5;85;0,0075;;4,7;6,4;272;78;20;131;1122;1,4;1,6;1,95;0,4;1,5;243,95;23;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,193;71,4415;Laurierville;14;2007;2017;Ben Lear;P;17104,0002;39255,57598;;1;0,1;0,66;0,18;1,03;39,5;;2,5;17,5;363,5;74,4;109;0,0075;;4,7;6,1;198;58;11,25;75;1482;1,5;1,2;1,9;0,4;1,5;296,81;25;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1937;71,4458;Laurierville;15;2007;2017;Pilgrim;P;21741,9264;19639,53833;;1,1;0,11;0,6;0,19;1,06;43,3;;3;27;344,3;60,8;75;0,0075;;4,6;5,9;163;58;18;75;1623;1,8;1,4;2,36;0,3;1,5;219,66;21;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1935;71,4455;Laurierville;16;2007;2017;Pilgrim;P;20278,48058;14513,84729;;1,1;0,12;0,64;0,19;0,97;39,2;;3,2;24,9;302,8;44,9;60;0,0075;;4,7;6,1;226;46;11,25;75;1276;1,4;0,9;2,07;0,2;1,5;226,43;17;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1934;71,4454;Laurierville;17;2007;2017;Pilgrim;P;14634,45825;25678,60611;;1;0,12;0,64;0,2;1,07;41,4;;3,7;26,4;249,6;53,7;55;0,0075;;4,7;5,9;167;41;11,25;110;1908;1,8;0,7;1,37;0,3;1,5;197,72;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1932;71,4452;Laurierville;18;2007;2017;Stevens;P;26547,88103;36888,91264;;1,2;0,12;0,61;0,21;1,04;44,9;;3,3;22,2;390,9;60,6;73;0,0075;;5;5,9;150;46;11,25;118;1929;1,7;0,9;1,9;0,4;1,5;185,81;33;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1931;71,445;Laurierville;19;2007;2017;Stevens;P;21560,8413;39136,25554;;1,1;0,12;0,57;0,2;1,03;42,4;;3,1;22,1;382,7;58,9;74;0,01;;4,8;6;205;52;11,25;114;1565;1,8;1,5;1,03;0,4;3,9;196,56;33;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1929;71,4448;Laurierville;20;2008;2017;Stevens;P;10515,87045;18621,2565;;1;0,1;0,51;0,21;1,18;46,1;;3,5;26,6;361,8;48,8;72;0,0075;;4,8;5,9;208;53;11,25;75;1780;2,1;1,6;2,2;0,4;1,5;225,11;35;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1928;71,4446;Laurierville;21;2008;2017;Stevens;P;12102,19545;13913,85325;;1;0,11;0,48;0,2;1,14;42,5;;3,1;27,7;421;48,4;71;0,01;;4,8;6;123;39;11,25;75;1864;1,7;1;3,71;0,4;1,5;178,69;27;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1926;71,4444;Laurierville;22;2014;2017;Demoranville;P;18322,17578;22382,3336;;0,8;0,09;0,53;0,17;0,94;28,3;;2,7;16,3;169,9;43,8;75;0,0075;;4,7;6,2;150;31;11,25;75;1547;1,4;0,5;2,18;0,3;1,5;105,28;16;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1925;71,4442;Laurierville;23;2008;2017;Stevens;P;24585,96308;24314,47673;;1,1;0,09;0,55;0,2;1,04;44,1;;2,8;21,8;409;50,9;84;0,0075;;4,6;6,1;193;91;21;107;1322;2;2,1;2,9;0,2;2,5;216,62;23;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1924;71,444;Laurierville;24;2008;2017;Stevens;P;14135,98613;32788,28713;;0,9;0,1;0,59;0,19;1,02;42,7;;2,8;22,8;291,8;59,6;73;0,0075;;4,8;5,8;234;68;16;114;1618;2;1,2;3,43;0,5;1,5;206,91;32;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1922;71,4438;Laurierville;25;2008;2017;Stevens;P;35437,5243;27403,48298;;1,1;0,1;0,6;0,2;0,92;40,7;;2,7;19,2;279,4;45,5;66;0,0075;;4,6;5,8;196;43;11,25;75;1574;2;1,1;1,25;0,3;1,5;188,21;18;;;;;;;;;;;;;
Cannebergiere;Conventionnel;46,1921;71,4436;Laurierville;26;2008;2017;Stevens;P;19346,3316;27161,57139;;1;0,11;0,64;0,19;0,99;41,1;;3,1;24,6;301,2;83,1;86;0,0075;;4,6;5,7;178;58;11,25;75;1693;2,1;1,8;2,95;0,3;1,5;177,43;18;;;;;;;;;;;;;
