ID;Block_no;Treatment_no;Farm;Research_Organization;Production_type;Champs;Region;Municipality;Annee;Lat;Long;Variete;Cultivar_purity_perc;Year_of_stand_establishment;Nutrient_tested;Regie;Fertilizer_formula;Fertilizer_21-0-0;Fertilizer_8-0-0;Fertilizer_6-1-1;Fertilizer_24-5-11;Fertilizer_14-14-14;Fertilizer_13-13-13;Fertilizer_11-52-0;Fertilizer_11-38-0;Fertilizer_10-10-20;Fertilizer_5-10-30;Fertilizer_4,9-2,7-3,5;Fertilizer_2-6-42;Fertilizer_0-46-0;Fertilizer_0-13-0;Fertilizer_0-0-62;Fertilizer_0-0-56;Fertilizer_0-0-50;Fertilizer_0-0-22-11;Fertilizer_0-0-0-21;Fertilizer_0-0-0-25;Fertilizer_0-0-0-90;Fertilizer-name_N;Fertilizer-name_P;Fertilizer-name_K;Fertilizer-name_Mg;Fertilizer-name_Ca;Fertilizer-name_Cu;Fertilizer-name_B;S_Fert;N_Fert;P_Fert;K_Fert;Mg_Fert;Cu_Fert;B_Fert;Zn_Fert;S_elementaire_Fert;S_SCU_Fert;S_Fert;Ca_Fert;Fertilizer_date_application1_S;Fertilizer_date_application2_S;Fertilizer_date_application3_S;Fertilizer_date_application4_Elements_mineurs_S;Fertilizer_date_application1_N;Fertilizer_date_application2_N;Fertilizer_date_application1_NPK;Fertilizer_date_application2_NPK;Fertilizer_date_application3_NPK;Fertilizer_date_application4_NPK;Fertilizer_date_application5_NPK;Fertilizer_date_application6_NPK;Fertilizer_date_application7_NPK;Fertilizer_date_application8_NPK;Fertilizer_date_application1_K;Fertilizer_date_application2_K;Fertilizer_date_application3_K;Fertilizer_date_application4_K;Method_CSN_drying_T_celcius_leaf_fruit;Method_CSN_leaf_fruit;Method_extraction_leaf_fruit;Method_quantification_leaf_fruit;Method_CSN.drying_T_celcius_soil;Method_CNS_grinding_0.02mm;Method_C_soil;Method_N_soil;Method_quantification_Nutrients_Mehlich3_soil;Methode_quantification_Oxalate_soil;Leaf_Date_collection_stage1;Leaf_C_stage1_g_kg;Leaf_S_stage1_g_kg;Leaf_N_stage1_g_kg;Leaf_P_stage1_g_kg;Leaf_K_stage1_g_kg;Leaf_Ca_stage1_g_kg;Leaf1_Mg_stage_g_kg;Leaf_B_stage1_g_kg;Leaf_Cu_stage1_g_kg;Leaf_Zn_stage1_g_kg;Leaf_Mn_stage1_g_kg;Leaf_Fe_stage1_g_kg;Leaf_Al_stage1_g_kg;Leaf_Si_stage1_g_kg;Leaf_date_harvest_stage2;Leaf_C_CNS_stage2_g_kg;Leaf_S_CNS_stage2_g_kg;Leaf_S_stage2_g_kg_ICP;Leaf_N_stage2_g_kg;Leaf_P_stage2_g_kg;Leaf_K_stage2_g_kg;Leaf_Mg_stage2_g_kg;Leaf_Ca_stage2_g_kg;Leaf_B_stage2_g_kg;Leaf_Cu_stage2_g_kg;Leaf_Zn_stage2_g_kg;Leaf_Mn_stage2_g_kg;Leaf_Fe_stage2_g_kg;Leaf_Al_stage2_g_kg;Leaf_Na_stage2_g_kg;Leaf_Si_stage2_g_kg;Flower_date_harvest;Flower_Nb_upright_collection;Flower_Nb_Flower_collection;Fruit_date_harvest;Fruit_C_g_kg;Fruit_S_g_kg;Fruit_S_g_kg_ICP;Fruit_N_g_kg;Fruit_P_g_kg;Fruit_K_g_kg;Fruit_Ca_g_kg;Fruit_Mg_g_kg;Fruit_B_g_kg;Fruit_Cu_g_kg;Fruit_Zn_g_kg;Fruit_Mn_g_kg;Fruit_Fe_g_kg;Fruit_Al_g_kg;Fruit_Si_g_kg;Fruit_Tacy_labo_mg_Anth_100g;Fruit_Tacy_image_mg_Anth_100g_515nm;Fruit_Brix_degreeBrix;Fruit_Firmness_N_mm;Fruit_weight_g;Fruit_yield_Mg_ha;Yield class;Fruit_moisture_berry_perc;Date_harvest_Fruit_upright;Fruiting_upright_Nb_m2;Nb_Fruit_m2;Soil_sampling_date;Soil_pH_CaCl2_spring;Soil_pH_water_spring;PH_buffer_spring;Soil_organic_carbon_method;Soil_organic_carbon_OM_mg_kg;Soil_organic_carbon_totC_mg_kg;Soil_S_spring_mg_kg;Soil_N_spring_mg_kg;Soil_Ca_Mehlich3_spring_mg_kg;Soil_Mg_Mehlich3_spring_mg_kg;Soil_K_Mehlich3_spring_mg_kg;Soil_B_Mehlich3_spring_mg_kg;Soil_Cu_Mehlich3_spring_mg_kg;Soil_Zn_Mehlich3_spring_mg_kg;Soil_Fe_Mehlich3_spring_mg_kg;Soil_Mn_Mehlich3_spring_mg_kg;Soil_Al_Mehlich3_spring_mg_kg;Soil_P_Mehlich3_spring_mg_kg;Soil_S_Mehlich3_spring_mg_kg;Soil_Si_Mehlich3_spring_mg_kg;Soil_Na_Mehlich3_spring_mg_kg;Soil_Ca_OX_spring_mg_kg;Soil_Mg_OX_spring_mg_kg;Soil_Fe_OX_spring_mg_kg;Soil_Mn_OX_spring_mg_kg;Soil_Al_OX_spring_mg_kg;Soil_P_OX_spring_mg_kg;Soil_Si_OX_spring_mg_kg;Soil_P_OX_spring_mmol_kg;Soil_Fe_OX_spring_mmol_kg;Soil_Al_OX_spring_mmol_kg;Soil_Date_harvest_autumn;Soil_pH_CaCl2_autumn;Soil_pH_buffer_autumn;Soil_C_autumn_perc;Soil_S_autumn_perc;Soil_N_autumn_perc;Soil_Ca_Mehlich3_autumn_mg_kg;Soil_Mg_Mehlich3_autumn_mg_kg;Soil_K_Mehlich3_autumn_mg_kg;Soil_B_Mehlich3_autumn_mg_kg;Soil_Cu_Mehlich3_autumn_mg_kg;Soil_Zn_Mehlich3_autumn_mg_kg;Soil_Fe_Mehlich3_autumn_mg_kg;Soil_Mn_Mehlich3_autumn_mg_kg;Soil_Al_Mehlich3_autumn_mg_kg;Soil_P_Mehlich3_autumn_mg_kg;Soil_S_Mehlich3_autumn_mg_kg;Soil_Na_Mehlich3_autumn_mg_kg;Soil_bulk density_0_10cm_g_cm3;Soil_bulk density_10_20cm_g_cm3;Soil_bulk density_20_30cm_g_cm3;Soil_texture;Soil_Sand_tot_perc;Soil_clay_tot_perc;Soil_sand_very coarse_1mm_perc;Soil_sand_coarse_0.5mm_perc;Soil_sand_medium_0.25mm_perc;Soil_sand_fine_0.1mm_perc;Soil_sand.very_fine_0.05mm_perc;Soil_series;Precipitations_total_May_mm;Precipitations_total_June_mm;Precipitations_total_July_mm;Precipitations_total_August_mm;Precipitations_total_September_mm;Precipitations_total_October_mm;Temperature_mean_air_May_celcius;Temperature_mean_air_June_celcius;Temperature_mean_air_July_celcius;Temperature_mean_air_August_celcius;Temperature_mean_air_September_celcius;Temperature_mean_air_October_celcius;NDVI;Comments
2016_W_018;;;;OceanSpray;Conventional;C10;Wisconsin;Warren;2016;45,210693;-89,861777;Ben Lear;;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,176;22,624;120,9488;1,1648;;;;65,3856;0;65,3856;23,2848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;6,9;1,4;5,5;2,1;8,2;0,052;0,0038;0,0175;0,4309;0,0637;0,0512;0,04069;;;;;;;;;;;;;;;;;;;;;;;;;;27,87;Low yield;;;;;;;5,4;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2016_W_019;;;;OceanSpray;Conventional;D1;Wisconsin;Warren;2016;45,211509;-89,851563;Stevens;;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,2128;23,576;118,048;1,1648;;;;112,6048;0;112,6048;23,2848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;6,7;0,9;3,9;2,1;8,9;0,0197;0,0053;0,0271;0,7015;0,0589;0,0725;0,0494;;;;;;;;;;;;;;;;;;;;;;;;;;51,72;High yield;;;;;;;5,4;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2016_W_020;;;;OceanSpray;Conventional;D5;Wisconsin;Warren;2016;45,211509;-89,851563;Stevens;;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,2128;23,576;118,048;1,1648;;;;112,6048;0;112,6048;23,2848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7,5;0,8;4,1;1,9;7,7;0,0147;0,0043;0,0165;0,9999;0,0643;0,0567;0,04044;;;;;;;;;;;;;;;;;;;;;;;;;;58,88;High yield;;;;;;;5,4;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2016_W_021;;;;OceanSpray;Conventional;D8;Wisconsin;Warren;2016;45,211509;-89,851563;LeMunyon;;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42,2128;23,576;118,048;1,1648;;;;112,6048;0;112,6048;23,2848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,1;6,6;1;4,4;2;7,8;0,0142;0,004;0,0191;0,4491;0,0824;0,0526;0,04462;;;;;;;;;;;;;;;;;;;;;;;;;;;Low yield;;;;;;;5,2;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_006;;;;OceanSpray;Conventional;A2;Wisconsin;Warren;2017;45,214774;-89,870789;GH1;;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,824;21,0448;117,3872;0;;;;118,5856;0;118,5856;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,2;6,9;0,7;3,5;1,2;6,6;0,0167;0,006;0,0086;0,4218;0,9863;0,031;0,08671;;;;;;;;;;;;;;;;;;;;;;;;;;17,92;Low yield;;;;;;;4,8;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_007;;;;OceanSpray;Conventional;A4;Wisconsin;Warren;2017;45,214774;-89,870789;GH1;;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,824;21,0448;117,3872;0;;;;118,5856;0;118,5856;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;7,6;0,8;3,7;1,4;7,1;0,0171;0,0064;0,0075;0,474;0,9999;0,0386;0,07663;;;;;;;;;;;;;;;;;;;;;;;;;;32,1;Low yield;;;;;;;4,8;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_008;;;;OceanSpray;Conventional;A6;Wisconsin;Warren;2017;45,214774;-89,870789;GH1;;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,824;21,0448;117,3872;0;;;;118,5856;0;118,5856;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;8,8;0,7;3,6;1,2;7;0,0141;0,0063;0,0077;0,7196;0,999;0,049;0,07968;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;Low yield;;;;;;;4,5;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_009;;;;OceanSpray;Conventional;A17;Wisconsin;Warren;2017;45,214774;-89,870789;Searles;;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5792;19,0064;98,2352;0;;;;83,5632;0;83,5632;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,4;8,9;0,9;3,9;1,4;5,2;0,0227;0,0074;0,0122;0,3228;0,999;0,0331;0,0787;;;;;;;;;;;;;;;;;;;;;;;;;;13,37;Low yield;;;;;;;4,6;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tourbe;;;;;;;;;;;;;;;;;;;;;;
2017_W_010;;;;OceanSpray;Conventional;A20;Wisconsin;Warren;2017;45,214774;-89,870789;Pilgrim;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47,824;21,0448;118,9328;0;;;;118,888;0;118,888;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,5;9,1;0,8;3,9;1,5;5,9;0,0159;0,0069;0,0103;0,3986;0,999;0,0451;0,07044;;;;;;;;;;;;;;;;;;;;;;;;;;13,99;Low yield;;;;;;;4,8;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_011;;;;OceanSpray;Conventional;B3;Wisconsin;Warren;2017;45,211721;-89,868171;Searles;;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5792;19,0064;96,6896;0;;;;83,2608;0;83,2608;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,3;7,8;0,9;4;1,4;5,1;0,0233;0,0075;0,0132;0,2764;0,999;0,0369;0,07246;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;Low yield;;;;;;;4,2;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tourbe;;;;;;;;;;;;;;;;;;;;;;
2017_W_012;;;;OceanSpray;Conventional;B7;Wisconsin;Warren;2017;45,211721;-89,868171;Crimson Queen;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63,4256;25,3232;126,9072;0;;;;135,3296;0;135,3296;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9,8;0,9;4,6;1,6;6,2;0,0169;0,0074;0,0108;0,6744;0,999;0,0553;0,08599;;;;;;;;;;;;;;;;;;;;;;;;;;66,06;High yield;;;;;;;4,5;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_013;;;;OceanSpray;Conventional;B10;Wisconsin;Warren;2017;45,211721;-89,868171;Searles;;1950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,5792;19,0064;98,2352;0;;;;83,5632;0;83,5632;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;9,3;0,7;3,3;1;3,9;0,0195;0,0068;0,0089;0,2355;0,9955;0,0343;0,06946;;;;;;;;;;;;;;;;;;;;;;;;;;16,21;Low yield;;;;;;;4,5;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tourbe;;;;;;;;;;;;;;;;;;;;;;
2017_W_014;;;;OceanSpray;Conventional;B14;Wisconsin;Warren;2017;45,211721;-89,868171;Stevens;;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,576;13,4512;104,7872;0;;;;91,56;0;91,56;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,3;9,3;1,1;5;1,5;4,8;0,0259;0,0078;0,0158;0,5266;0,999;0,0363;0,06086;;;;;;;;;;;;;;;;;;;;;;;;;;20,71;Low yield;;;;;;;4,6;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tourbe;;;;;;;;;;;;;;;;;;;;;;
2017_W_015;;;;OceanSpray;Conventional;C1;Wisconsin;Warren;2017;45,210693;-89,861777;Ben Lear;;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,136;20,3504;115,08;0;;;;123,536;0;123,536;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;9,5;1;4,9;1,2;4,6;0,0227;0,0092;0,0137;0,3344;0,999;0,0383;0,0781;;;;;;;;;;;;;;;;;;;;;;;;;;18,36;Low yield;;;;;;;4,6;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_016;;;;OceanSpray;Conventional;C5;Wisconsin;Warren;2017;45,210693;-89,861777;Pilgrim;;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,2336;20,832;115,976;0;;;;124,6336;0;124,6336;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;9,4;0,9;4,1;1,4;5,1;0,0275;0,0092;0,0117;0,4485;0,999;0,0393;0,06912;;;;;;;;;;;;;;;;;;;;;;;;;;32;Low yield;;;;;;;4,5;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_017;;;;OceanSpray;Conventional;C6;Wisconsin;Warren;2017;45,210693;-89,861777;Stevens;;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,5136;17,3824;109,5472;0;;;;110,0736;0;110,0736;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,7;10,9;1,1;4,5;1,5;5,2;0,0265;0,0084;0,013;0,4936;0,9847;0,039;0,07151;;;;;;;;;;;;;;;;;;;;;;;;;;27,18;Low yield;;;;;;;4,6;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_018;;;;OceanSpray;Conventional;C10;Wisconsin;Warren;2017;45,210693;-89,861777;Ben Lear;;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,2336;20,832;115,976;0;;;;124,6336;0;124,6336;2,7328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;8,6;1,2;4,8;1,6;6;0,0308;0,0076;0,0127;0,3705;0,999;0,041;0,06522;;;;;;;;;;;;;;;;;;;;;;;;;;30,78;Low yield;;;;;;;4,5;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_019;;;;OceanSpray;Conventional;D1;Wisconsin;Warren;2017;45,211509;-89,851563;Stevens;;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,9856;13,2496;104,4064;0;;;;107,8896;0;107,8896;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;10,3;0,9;4,2;1,5;5,8;0,0192;0,0079;0,0143;0,3297;0,999;0,0381;0,05394;;;;;;;;;;;;;;;;;;;;;;;;;;22,4;Low yield;;;;;;;4,2;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_020;;;;OceanSpray;Conventional;D5;Wisconsin;Warren;2017;45,211509;-89,851563;Stevens;;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,9856;13,2496;104,4064;0;;;;107,8896;0;107,8896;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;10,3;0,8;3,4;2;7,3;0,0189;0,0073;0,0139;0,4985;0,994;0,049;0,05393;;;;;;;;;;;;;;;;;;;;;;;;;;15,09;Low yield;;;;;;;4,6;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_021;;;;OceanSpray;Conventional;D8;Wisconsin;Warren;2017;45,211509;-89,851563;LeMunyon;;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,1056;13,2496;104,4064;0;;;;101,1696;0;101,1696;5,4768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,9;9,2;0,9;3,7;1,8;6,5;0,0182;0,0075;0,0138;0,3732;0,999;0,0444;0,06237;;;;;;;;;;;;;;;;;;;;;;;;;;11,75;Low yield;;;;;;;4,6;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_022;;;;OceanSpray;Conventional;A1;Wisconsin;Warren;2017;44,351551;-90,006057;Stevens;;2006;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;44,8;43,12;218,96;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,7;10,3;1;4,9;2,1;7,7;0,0693;0,0074;0,0163;0,1872;1,5337;0,0992;0,11127;;;;;;;;;;;;;;;;;;;;;;;;;;32,7;Low yield;;;;;;;5;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_023;;;;OceanSpray;Conventional;A6;Wisconsin;Warren;2017;44,351551;-90,006057;Stevens;;2007;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;44,8;43,12;218,96;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;9,9;0,9;5;1,9;7,4;0,0329;0,0066;0,013;0,1646;1,4218;0,1235;0,0934;;;;;;;;;;;;;;;;;;;;;;;;;;28;Low yield;;;;;;;5,1;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_024;;;;OceanSpray;Conventional;A11;Wisconsin;Warren;2017;44,351551;-90,006057;Stevens;;2005;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;42;40,32;213,36;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,4;11,8;1;4,8;2,4;8,2;0,0674;0,0072;0,0195;0,233;1,2081;0,1002;0,08407;;;;;;;;;;;;;;;;;;;;;;;;;;39,42;Low yield;;;;;;;4,9;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_025;;;;OceanSpray;Conventional;A16;Wisconsin;Warren;2017;44,351551;-90,006057;LeMunyon;;1998;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;36,4;34,72;202,16;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,2;10,5;1,1;4,6;2,2;7,6;0,0658;0,0066;0,0193;0,1789;1,263;0,1341;0,06522;;;;;;;;;;;;;;;;;;;;;;;;;;40,66;High yield;;;;;;;4,9;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_026;;;;OceanSpray;Conventional;A21;Wisconsin;Warren;2017;44,351551;-90,006057;LeMunyon;;1999;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;36,4;34,72;202,16;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,8;11,7;1,1;5,3;2,4;7,8;0,0735;0,0069;0,0218;0,2227;1,1854;0,0844;0,15597;;;;;;;;;;;;;;;;;;;;;;;;;;40,88;High yield;;;;;;;4,7;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_027;;;;OceanSpray;Conventional;B8;Wisconsin;Warren;2017;44,348851;-89,997388;Ben Lear;;2008;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;47,88;40,32;213,36;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17,2;8,9;1;5,1;2,1;7,4;0,0516;0,0066;0,0131;0,1131;1,1409;0,0917;0,0879;;;;;;;;;;;;;;;;;;;;;;;;;;30,8;Low yield;;;;;;;4,7;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
2017_W_028;;;;OceanSpray;Conventional;B13;Wisconsin;Warren;2017;44,348851;-89,997388;Ben Lear;;1986;;;2010-10-20;P;A;A;A;A;A;A;A;P;P;A;P;A;A;A;A;A;P;A;A;P;21-0-0;"10-10-20; 2-6-42; 5-10-30";"0-0-62; 5-10-30; 10-10-20; 2-6-42; 0-0-22";;;;;DS90;42,28;34,72;202,16;;;;;170,1168;;;;2017-06-12;2017-08-08;2017-08-08;;2017-06-30;;2017-06-14;2017-06-21;2017-07-06;2017-07-17;2017-07-24;;;;2017-07-11;2017-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16,7;10,6;1,1;5;2,2;8,6;0,0548;0,0069;0,0193;0,2837;1,2555;0,0842;0,07319;;;;;;;;;;;;;;;;;;;;;;;;;;28,67;Low yield;;;;;;;4,8;;MO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;
